DRPM,GP,MPG,ORPM,RPM,Season_End_Year,Season_Start_Year,WINS,names
-0.55,5,7.0,-1.77,-2.32,2018,2017,0.01,Walt Lemon Jr.
-1.64,64,16.5,-0.69,-2.33,2018,2017,0.53,Alec Burks
-0.12,13,2.9,-2.21,-2.33,2018,2017,0.02,Charles Cooke
-0.41,19,4.7,-1.97,-2.38,2018,2017,0.04,Chris McCullough
-2.65,48,25.7,0.23,-2.42,2018,2017,0.57,D'Angelo Russell
-0.66,42,5.3,-1.78,-2.44,2018,2017,0.10,Marcus Georges-Hunt
-0.87,18,13.2,-1.58,-2.45,2018,2017,0.05,Briante Weber
0.16,12,15.6,-2.63,-2.47,2018,2017,0.09,Solomon Hill
0.37,38,8.7,-2.85,-2.48,2018,2017,0.14,Henry Ellenson
-0.88,52,11.2,-1.64,-2.52,2018,2017,0.23,Cheick Diallo
-1.03,54,18.8,-1.51,-2.54,2018,2017,0.38,Malcolm Delaney
0.04,23,12.3,-2.67,-2.63,2018,2017,0.09,Jordan Mickey
-0.05,78,21.9,-2.60,-2.65,2018,2017,0.52,Frank Ntilikina
-0.53,46,31.2,-2.18,-2.71,2018,2017,0.38,Avery Bradley
-1.39,36,14.3,-1.34,-2.73,2018,2017,0.13,Ivan Rabb
-1.94,59,25.6,-0.83,-2.77,2018,2017,0.33,Zach Randolph
-1.25,38,18.7,-1.53,-2.78,2018,2017,0.15,Matthew Dellavedova
-1.21,16,11.3,-1.60,-2.81,2018,2017,0.03,Jalen Jones
-0.77,14,4.7,-2.10,-2.87,2018,2017,0.01,London Perrantes
-1.50,62,15.2,-1.38,-2.88,2018,2017,0.15,Deyonta Davis
-1.33,70,23.5,-1.56,-2.89,2018,2017,0.25,David Nwaba
-1.13,19,16.5,-1.79,-2.92,2018,2017,0.04,Antonio Blakeney
-1.29,20,5.8,-1.65,-2.94,2018,2017,0.01,Bobby Brown
-0.53,5,23.6,-2.42,-2.95,2018,2017,0.01,Xavier Rathan-Mayes
-0.42,55,9.7,-2.58,-3.00,2018,2017,0.04,Joffrey Lauvergne
-0.84,39,16.1,-2.17,-3.01,2018,2017,0.05,Torrey Craig
-0.83,30,30.6,-2.24,-3.07,2018,2017,0.03,Dion Waiters
-2.17,69,29.7,-0.92,-3.09,2018,2017,0.05,Dennis Smith Jr.
-1.16,14,5.7,-1.94,-3.10,2018,2017,0.00,Furkan Korkmaz
-0.23,48,16.2,-2.88,-3.11,2018,2017,0.01,Jawun Evans
-0.78,79,25.7,-2.37,-3.15,2018,2017,-0.03,Evan Turner
-1.03,60,20.7,-2.17,-3.20,2018,2017,-0.06,Skal Labissiere
-1.12,62,9.5,-2.09,-3.21,2018,2017,-0.03,Malik Beasley
-0.94,52,12.3,-2.37,-3.31,2018,2017,-0.02,Sean Kilpatrick
-3.01,82,22.6,-0.32,-3.33,2018,2017,-0.24,Lance Stephenson
-1.54,32,5.9,-1.86,-3.40,2018,2017,-0.03,Aaron Brooks
0.15,33,8.6,-3.60,-3.45,2018,2017,-0.06,Jason Smith
-1.03,5,17.2,-2.54,-3.57,2018,2017,-0.03,Josh Gray
0.03,73,18.5,-2.87,-2.84,2018,2017,0.24,Lance Thomas
-1.70,31,24.0,-1.18,-2.88,2018,2017,0.12,Jabari Parker
-2.32,77,14.5,-0.57,-2.89,2018,2017,0.17,Jodie Meeks
-0.87,41,12.8,-2.03,-2.90,2018,2017,0.07,Nik Stauskas
-0.55,6,16.3,-2.38,-2.93,2018,2017,0.01,Jaylen Morris
-0.35,58,12.5,-2.59,-2.94,2018,2017,0.05,DeAndre Liggins
-0.46,73,22.8,-2.52,-2.98,2018,2017,0.15,Jarell Martin
-1.45,71,23.4,-1.55,-3.00,2018,2017,0.14,Tyler Ulis
-1.06,14,14.6,-2.01,-3.07,2018,2017,0.01,Brandon Jennings
-0.89,68,22.1,-2.18,-3.07,2018,2017,0.05,Justin Jackson
-2.52,69,29.4,-0.58,-3.10,2018,2017,0.03,Jonathon Simmons
-0.75,79,16.9,-2.36,-3.11,2018,2017,0.01,Gorgui Dieng
-0.18,26,17.5,-2.94,-3.12,2018,2017,0.00,DeAndre' Bembry
-1.16,55,28.0,-2.01,-3.17,2018,2017,-0.04,JaMychal Green
-0.86,24,7.3,-2.35,-3.21,2018,2017,-0.01,John Holland
-2.14,24,27.3,-1.16,-3.30,2018,2017,-0.08,Zach LaVine
0.58,69,14.2,-3.89,-3.31,2018,2017,-0.11,Josh Huestis
-0.61,72,16.8,-2.77,-3.38,2018,2017,-0.12,Corey Brewer
-0.19,28,12.6,-3.24,-3.43,2018,2017,-0.07,Jahlil Okafor
-1.29,74,16.7,-2.26,-3.55,2018,2017,-0.33,Thon Maker
-0.36,18,6.9,-3.26,-3.62,2018,2017,-0.04,Zhou Qi
-1.49,55,19.5,-2.16,-3.65,2018,2017,-0.35,Tony Parker
0.11,62,16.5,-3.79,-3.68,2018,2017,-0.36,Wesley Iwundu
-0.83,66,15.8,-2.85,-3.68,2018,2017,-0.36,Zach Collins
-0.47,23,8.5,-3.23,-3.70,2018,2017,-0.07,Quincy Pondexter
0.25,53,13.5,-3.99,-3.74,2018,2017,-0.28,Dwayne Bacon
0.58,55,16.7,-4.41,-3.83,2018,2017,-0.42,Miles Plumlee
-1.39,16,8.8,-2.60,-3.99,2018,2017,-0.08,Kay Felder
-2.07,43,9.7,-2.00,-4.07,2018,2017,-0.26,Shabazz Muhammad
-0.76,21,11.5,-3.46,-4.22,2018,2017,-0.18,Davon Reed
-3.74,60,26.9,-0.49,-4.23,2018,2017,-1.14,Rodney Hood
-2.45,61,12.5,-1.83,-4.28,2018,2017,-0.55,Terrance Ferguson
-1.69,56,19.5,-2.69,-4.38,2018,2017,-0.85,Ben McLemore
-1.86,39,23.7,-2.56,-4.42,2018,2017,-0.79,Jerryd Bayless
-4.55,79,20.5,0.08,-4.47,2018,2017,-1.43,Troy Daniels
-1.64,55,17.8,-3.62,-5.26,2018,2017,-1.34,Cristiano Felicio
-1.37,48,10.9,-4.01,-5.38,2018,2017,-0.77,Abdel Nader
-5.37,80,20.7,-0.06,-5.43,2018,2017,-2.41,Jamal Crawford
-4.06,63,13.5,-1.53,-5.59,2018,2017,-1.36,Malik Monk
-3.68,64,19.4,-2.41,-6.09,2018,2017,-2.43,Emmanuel Mudiay
-1.77,25,16.8,-1.82,-3.59,2018,2017,-0.09,Derrick Rose
-1.00,26,12.5,-2.63,-3.63,2018,2017,-0.10,Malachi Richardson
-2.26,74,19.6,-1.42,-3.68,2018,2017,-0.52,Ian Clark
-0.74,82,25.2,-2.94,-3.68,2018,2017,-0.76,Dragan Bender
-1.77,53,10.5,-1.92,-3.69,2018,2017,-0.20,Joe Young
-1.12,70,15.2,-2.58,-3.70,2018,2017,-0.39,Norman Powell
-1.33,53,20.2,-2.45,-3.78,2018,2017,-0.45,Tristan Thompson
-1.48,77,25.4,-2.37,-3.85,2018,2017,-0.94,Josh Jackson
-0.89,55,21.9,-3.16,-4.05,2018,2017,-0.38,Joe Johnson
-2.17,53,8.6,-1.90,-4.07,2018,2017,-0.28,T.J. Leaf
-3.64,32,26.9,-0.59,-4.23,2018,2017,-0.63,Isaiah Thomas
-2.71,73,27.8,-1.56,-4.27,2018,2017,-1.48,De'Aaron Fox
-1.37,53,12.9,-2.93,-4.30,2018,2017,-0.51,Arron Afflalo
-1.28,16,18.1,-3.11,-4.39,2018,2017,-0.24,Rodney Purvis
-3.09,56,17.4,-1.35,-4.44,2018,2017,-0.84,Tyler Dorsey
-0.68,82,18.2,-4.37,-5.05,2018,2017,-1.83,Bismack Biyombo
-2.60,50,20.3,-2.67,-5.27,2018,2017,-1.37,Jameer Nelson
-0.99,54,15.2,-4.43,-5.42,2018,2017,-1.19,Paul Zipser
-2.58,57,16.9,-2.96,-5.54,2018,2017,-1.51,Patrick McCaw
-1.25,73,15.8,-4.67,-5.92,2018,2017,-2.03,Semi Ojeleye
-3.63,32,20.1,-2.68,-6.31,2018,2017,-1.30,Kobi Simmons
