DRPM,GP,MPG,ORPM,RPM,Season_End_Year,Season_Start_Year,WINS,names
0.17,81,15.2,-1.16,-0.99,2016,2015,1.65,Aron Baynes
-0.06,44,7.8,-0.96,-1.02,2016,2015,0.45,Tyler Hansbrough
1.03,55,11.8,-2.07,-1.04,2016,2015,0.86,Justin Anderson
-1.78,74,30.5,0.70,-1.08,2016,2015,2.87,Dwyane Wade
-1.42,77,29.1,0.32,-1.10,2016,2015,2.95,Ish Smith
1.06,35,16.9,-2.17,-1.11,2016,2015,0.74,Metta World Peace
0.68,37,14.8,-1.80,-1.12,2016,2015,0.71,Donatas Motiejunas
-0.06,48,9.6,-1.11,-1.17,2016,2015,0.56,James Jones
-0.25,23,7.3,-0.94,-1.19,2016,2015,0.21,CJ Wilcox
0.53,76,15.5,-1.74,-1.21,2016,2015,1.44,Jason Smith
-1.26,32,32.1,0.00,-1.26,2016,2015,1.23,Jarrett Jack
-1.11,66,30.9,-0.17,-1.28,2016,2015,2.47,Harrison Barnes
0.34,16,3.6,-1.64,-1.30,2016,2015,0.07,Jordan Mickey
-0.14,3,2.0,-1.17,-1.31,2016,2015,0.01,Sam Dekker
1.72,75,17.0,-2.57,-0.85,2016,2015,1.83,Luc Mbah a Moute
0.65,41,26.6,-1.54,-0.89,2016,2015,1.54,O.J. Mayo
0.09,49,14.8,-1.00,-0.91,2016,2015,1.00,Norman Powell
0.27,5,11.0,-1.19,-0.92,2016,2015,0.08,Josh Huestis
-0.02,39,9.7,-0.90,-0.92,2016,2015,0.55,Montrezl Harrell
-0.44,59,21.4,-0.51,-0.95,2016,2015,1.75,E'Twaun Moore
-1.21,68,29.6,0.22,-0.99,2016,2015,2.63,Zach Randolph
-0.02,78,18.7,-0.98,-1.00,2016,2015,2.00,Maurice Harkless
-2.53,79,32.5,1.51,-1.02,2016,2015,3.41,Evan Fournier
-0.07,27,14.9,-1.01,-1.08,2016,2015,0.50,Chris Andersen
-1.26,61,21.9,0.18,-1.08,2016,2015,1.71,Meyers Leonard
0.48,25,12.8,-1.58,-1.10,2016,2015,0.42,Robert Sacre
-0.52,61,18.2,-0.60,-1.12,2016,2015,1.46,Marcus Thornton
1.84,59,14.6,-2.97,-1.13,2016,2015,1.10,Alexis Ajinca
-1.84,81,35.1,0.67,-1.17,2016,2015,3.54,Andrew Wiggins
2.29,67,29.3,-3.48,-1.19,2016,2015,2.45,Nerlens Noel
-0.29,72,11.6,-0.95,-1.24,2016,2015,1.01,Marreese Speights
-0.01,76,21.5,-1.27,-1.28,2016,2015,1.89,Luis Scola
-1.60,39,11.8,0.30,-1.30,2016,2015,0.49,Andre Miller
-0.84,48,18.1,-0.47,-1.31,2016,2015,1.01,Brandon Jennings
-0.64,27,8.5,-0.70,-1.34,2016,2015,0.25,Delon Wright
-0.18,8,6.0,-1.17,-1.35,2016,2015,0.06,Eric Moreland
-0.94,76,28.8,-0.45,-1.39,2016,2015,2.36,Matt Barnes
-0.39,1,24.0,-1.04,-1.43,2016,2015,0.03,Duje Dukan
0.43,37,7.0,-1.88,-1.45,2016,2015,0.27,Udonis Haslem
-0.44,1,42.0,-1.06,-1.50,2016,2015,0.04,Dahntay Jones
-1.01,51,16.9,-0.49,-1.50,2016,2015,0.88,Tim Hardaway Jr.
0.03,46,13.7,-1.56,-1.53,2016,2015,0.62,Kirk Hinrich
-0.72,3,14.3,-0.81,-1.53,2016,2015,0.04,Jodie Meeks
0.47,81,20.3,-2.04,-1.57,2016,2015,1.61,Randy Foye
-1.69,61,21.6,0.11,-1.58,2016,2015,1.30,Donald Sloan
0.72,57,16.2,-2.33,-1.61,2016,2015,0.87,James Johnson
-1.13,68,15.9,-0.50,-1.63,2016,2015,1.06,Leandro Barbosa
-0.12,64,20.0,-1.52,-1.64,2016,2015,1.20,Devin Harris
-0.19,8,4.5,-1.45,-1.64,2016,2015,0.03,Cliff Alexander
-0.86,69,22.6,-0.80,-1.66,2016,2015,1.41,Gerald Green
-1.63,82,20.3,-0.08,-1.71,2016,2015,1.53,Ramon Sessions
-1.13,80,27.4,-0.59,-1.72,2016,2015,1.90,Raymond Felton
-1.71,62,19.0,-0.04,-1.75,2016,2015,1.01,D.J. Augustin
1.60,78,23.3,-3.37,-1.77,2016,2015,1.60,Alex Len
0.15,75,27.8,-1.49,-1.34,2016,2015,2.37,Kent Bazemore
1.37,59,11.8,-2.72,-1.35,2016,2015,0.78,Nick Collison
0.37,54,30.5,-1.73,-1.36,2016,2015,1.82,Michael Carter-Williams
0.18,30,8.4,-1.59,-1.41,2016,2015,0.27,Jeremy Evans
-0.23,81,21.1,-1.21,-1.44,2016,2015,1.82,Frank Kaminsky
0.80,53,9.4,-2.28,-1.48,2016,2015,0.52,Anderson Varejao
-1.06,80,28.2,-0.44,-1.50,2016,2015,2.24,Jeff Green
-1.05,81,19.8,-0.45,-1.50,2016,2015,1.67,T.J. McConnell
0.14,82,20.4,-1.67,-1.53,2016,2015,1.73,Corey Brewer
-1.68,64,22.9,0.12,-1.56,2016,2015,1.51,CJ Miles
-0.42,8,6.3,-1.15,-1.57,2016,2015,0.05,Andrew Goudelock
-0.35,58,22.0,-1.26,-1.61,2016,2015,1.22,Rodney Stuckey
0.23,81,28.0,-1.84,-1.61,2016,2015,2.25,Evan Turner
-0.82,12,17.7,-0.81,-1.63,2016,2015,0.20,Brandan Wright
-2.04,76,32.1,0.40,-1.64,2016,2015,2.29,Gary Harris
-0.16,17,10.4,-1.50,-1.66,2016,2015,0.17,Caron Butler
0.76,57,16.8,-2.42,-1.66,2016,2015,0.87,John Henson
-1.73,82,28.7,0.02,-1.71,2016,2015,2.08,Will Barton
-0.27,66,14.1,-1.45,-1.72,2016,2015,0.85,Chase Budinger
0.09,34,10.9,-1.85,-1.76,2016,2015,0.31,JaVale McGee
1.76,68,17.3,-3.55,-1.79,2016,2015,1.01,Omer Asik
-1.41,73,23.9,-0.39,-1.80,2016,2015,1.41,Terrence Ross
-0.23,47,7.9,-1.58,-1.81,2016,2015,0.31,Mike Miller
-0.95,57,12.2,-0.86,-1.81,2016,2015,0.58,Cameron Payne
-1.64,51,13.8,-0.20,-1.84,2016,2015,0.59,Richaun Holmes
-1.64,78,27.6,-0.21,-1.85,2016,2015,1.75,Dion Waiters
0.98,36,13.1,-2.84,-1.86,2016,2015,0.39,Ryan Kelly
-0.95,66,21.4,-0.93,-1.88,2016,2015,1.15,Willie Cauley-Stein
-0.50,12,13.0,-1.41,-1.91,2016,2015,0.11,Nikola Pekovic
-1.04,33,8.4,-0.88,-1.92,2016,2015,0.21,Damjan Rudez
-0.99,31,25.7,-1.02,-2.01,2016,2015,0.54,Alec Burks
-0.79,78,18.5,-1.24,-2.03,2016,2015,1.00,JaMychal Green
-2.48,52,36.0,0.44,-2.04,2016,2015,1.32,Brandon Knight
1.05,55,16.0,-3.14,-2.09,2016,2015,0.59,Josh Smith
-0.11,36,8.8,-1.98,-2.09,2016,2015,0.21,R.J. Hunter
-2.01,47,18.0,-0.10,-2.11,2016,2015,0.56,Luke Babbitt
-2.34,52,28.9,0.21,-2.13,2016,2015,0.92,Jerryd Bayless
-0.07,62,10.7,-2.08,-2.15,2016,2015,0.42,Charlie Villanueva
-0.71,38,10.1,-1.48,-2.19,2016,2015,0.22,Darrun Hilliard
1.56,48,11.0,-3.79,-2.23,2016,2015,0.29,Kevin Seraphin
-0.27,18,10.7,-1.51,-1.78,2016,2015,0.16,Greg Smith
-3.01,67,28.5,1.21,-1.80,2016,2015,1.63,Lou Williams
-0.59,2,7.5,-1.21,-1.80,2016,2015,0.01,Jordan Adams
-0.20,20,3.6,-1.61,-1.81,2016,2015,0.06,Mitch McGary
-1.16,59,22.3,-0.66,-1.82,2016,2015,1.05,Lance Thomas
-0.34,78,19.0,-1.51,-1.85,2016,2015,1.24,Kosta Koufos
0.11,17,9.1,-1.96,-1.85,2016,2015,0.12,Cleanthony Early
0.14,29,7.0,-2.01,-1.87,2016,2015,0.15,Lou Amundson
-0.45,53,15.8,-1.45,-1.90,2016,2015,0.67,Kris Humphries
0.01,77,26.8,-1.92,-1.91,2016,2015,1.63,Jerami Grant
-0.17,14,18.8,-1.79,-1.96,2016,2015,0.20,Henry Sims
-0.51,68,21.2,-1.51,-2.02,2016,2015,1.08,Ben McLemore
-0.52,81,18.5,-1.51,-2.03,2016,2015,0.99,Raul Neto
-0.80,27,14.1,-1.26,-2.06,2016,2015,0.25,Jarell Martin
-0.72,26,5.7,-1.37,-2.09,2016,2015,0.10,Jarell Eddie
-2.29,44,15.7,0.19,-2.10,2016,2015,0.47,Seth Curry
0.31,20,7.8,-2.43,-2.12,2016,2015,0.10,Damien Inglis
0.76,73,22.4,-2.89,-2.13,2016,2015,1.06,Alonzo Gee
-0.92,6,4.8,-1.23,-2.15,2016,2015,0.02,Branden Dawson
-1.18,5,4.2,-1.02,-2.20,2016,2015,0.01,Kevon Looney
-2.53,55,31.1,0.29,-2.24,2016,2015,0.99,Bradley Beal
-0.85,74,25.4,-1.42,-2.27,2016,2015,1.02,Ersan Ilyasova
-1.99,69,16.1,-0.30,-2.29,2016,2015,0.58,Aaron Brooks
-2.72,79,26.9,0.41,-2.31,2016,2015,1.10,Jamal Crawford
-0.88,74,17.9,-1.44,-2.32,2016,2015,0.66,Richard Jefferson
-1.42,21,14.5,-0.92,-2.34,2016,2015,0.15,Axel Toupane
-2.58,81,26.0,0.18,-2.40,2016,2015,0.97,Allen Crabbe
-2.56,79,32.3,0.14,-2.42,2016,2015,1.16,Jordan Clarkson
-0.89,6,7.2,-1.59,-2.48,2016,2015,0.02,Bruno Caboclo
-1.27,20,18.2,-1.25,-2.52,2016,2015,0.14,Michael Beasley
-0.25,28,8.9,-2.30,-2.55,2016,2015,0.09,Devyn Marble
-3.18,66,28.2,0.60,-2.58,2016,2015,0.66,Kobe Bryant
-3.05,68,13.6,0.46,-2.59,2016,2015,0.32,Anthony Morrow
-1.73,51,9.2,-0.93,-2.66,2016,2015,0.14,Brian Roberts
0.02,60,11.8,-2.71,-2.69,2016,2015,0.21,Tyler Zeller
-0.78,73,23.1,-1.92,-2.70,2016,2015,0.45,Stanley Johnson
-2.02,55,14.8,-0.74,-2.76,2016,2015,0.19,Jonathon Simmons
-2.60,77,28.0,-0.22,-2.82,2016,2015,0.42,Hollis Thompson
1.05,81,23.2,-3.90,-2.85,2016,2015,0.33,Roy Hibbert
-1.45,53,16.4,-1.43,-2.88,2016,2015,0.13,Marcelo Huertas
-1.05,24,15.1,-1.18,-2.23,2016,2015,0.21,Chris McCullough
-0.99,59,14.8,-1.27,-2.26,2016,2015,0.50,Quincy Acy
-2.28,43,11.1,0.00,-2.28,2016,2015,0.25,Troy Daniels
-0.53,35,11.3,-1.76,-2.29,2016,2015,0.21,Lamar Patterson
-1.32,59,17.6,-0.99,-2.31,2016,2015,0.53,Joffrey Lauvergne
-1.22,40,10.0,-1.11,-2.33,2016,2015,0.21,Sergey Karasev
-0.28,80,17.3,-2.10,-2.38,2016,2015,0.62,Trey Lyles
-1.98,37,11.6,-0.43,-2.41,2016,2015,0.19,Reggie Bullock
-2.04,47,22.8,-0.38,-2.42,2016,2015,0.49,TJ Warren
-0.88,21,4.4,-1.63,-2.51,2016,2015,0.04,Aaron Harrison
-1.34,14,17.4,-1.18,-2.52,2016,2015,0.09,Xavier Munford
-0.36,37,14.6,-2.20,-2.56,2016,2015,0.20,Kendrick Perkins
-0.66,68,18.1,-1.92,-2.58,2016,2015,0.42,Paul Pierce
-1.21,41,6.4,-1.39,-2.60,2016,2015,0.09,James Michael McAdoo
-0.50,45,11.3,-2.18,-2.68,2016,2015,0.14,Glenn Robinson III
-0.02,68,14.4,-2.68,-2.70,2016,2015,0.27,Kyle Singler
-0.52,61,14.3,-2.22,-2.74,2016,2015,0.21,Miles Plumlee
-1.60,69,19.9,-1.21,-2.81,2016,2015,0.27,Lance Stephenson
-2.15,31,22.7,-0.68,-2.83,2016,2015,0.13,Mike Dunleavy
-1.97,78,22.4,-0.90,-2.87,2016,2015,0.28,Shane Larkin
-2.03,11,27.6,-1.06,-3.09,2016,2015,0.01,Jordan Hamilton
-1.92,80,24.6,-1.21,-3.13,2016,2015,-0.01,Dante Cunningham
-2.81,72,17.5,-0.33,-3.14,2016,2015,-0.01,Jason Terry
-2.30,80,17.9,-0.89,-3.19,2016,2015,-0.06,Derrick Williams
-2.00,76,31.7,-1.19,-3.19,2016,2015,-0.10,Jabari Parker
-2.58,71,33.4,-0.67,-3.25,2016,2015,-0.18,Arron Afflalo
-1.05,34,4.2,-2.22,-3.27,2016,2015,-0.01,Pat Connaughton
0.25,60,22.8,-3.61,-3.36,2016,2015,-0.21,Myles Turner
-2.37,39,26.6,-1.01,-3.38,2016,2015,-0.16,Jameer Nelson
-2.29,72,14.7,-1.12,-3.41,2016,2015,-0.20,Brandon Rush
-1.82,37,15.5,-1.77,-3.59,2016,2015,-0.17,Tyus Jones
-2.03,67,21.9,-1.58,-3.61,2016,2015,-0.46,Austin Rivers
-1.54,76,16.6,-2.11,-3.65,2016,2015,-0.41,Jerian Grant
-3.65,82,28.0,-0.06,-3.71,2016,2015,-0.86,Zach LaVine
-0.77,29,20.7,-2.95,-3.72,2016,2015,-0.23,Anthony Brown
0.14,77,19.0,-3.94,-3.80,2016,2015,-0.60,Tayshaun Prince
-0.40,51,14.1,-3.45,-3.85,2016,2015,-0.35,James Anderson
-2.63,77,25.5,-1.32,-3.95,2016,2015,-1.04,Isaiah Canaan
-2.35,23,20.0,-1.75,-4.10,2016,2015,-0.27,Greivis Vasquez
-0.57,73,15.9,-3.59,-4.16,2016,2015,-0.77,JaKarr Sampson
0.44,78,15.1,-3.52,-3.08,2016,2015,0.03,Noah Vonleh
-0.92,30,10.2,-2.20,-3.12,2016,2015,0.00,Drew Gooden
-2.89,64,21.3,-0.24,-3.13,2016,2015,0.00,Trey Burke
-1.12,29,6.9,-2.05,-3.17,2016,2015,-0.01,James Young
-1.60,79,17.9,-1.59,-3.19,2016,2015,-0.06,Mario Hezonja
-1.57,72,19.9,-1.64,-3.21,2016,2015,-0.08,Gerald Henderson
-1.40,46,14.2,-1.86,-3.26,2016,2015,-0.05,Tyler Ennis
-1.82,12,3.5,-1.53,-3.35,2016,2015,-0.01,Luis Montero
-1.22,53,14.6,-2.15,-3.37,2016,2015,-0.12,Justin Holiday
-1.70,33,19.9,-1.70,-3.40,2016,2015,-0.12,C.J. Watson
-0.94,63,10.7,-2.55,-3.49,2016,2015,-0.16,Kelly Oubre Jr.
-4.90,74,22.5,1.30,-3.60,2016,2015,-0.50,J.J. Barea
-2.21,45,26.6,-1.44,-3.65,2016,2015,-0.40,Norris Cole
-2.56,80,28.2,-1.10,-3.66,2016,2015,-0.77,D'Angelo Russell
-2.93,81,23.0,-0.79,-3.72,2016,2015,-0.71,Doug McDermott
-2.02,68,30.4,-1.76,-3.78,2016,2015,-0.87,Emmanuel Mudiay
-2.25,62,17.8,-1.58,-3.83,2016,2015,-0.49,Bobby Portis
-2.53,58,17.0,-1.33,-3.86,2016,2015,-0.45,Steve Blake
-2.27,7,24.1,-1.76,-4.03,2016,2015,-0.09,Briante Weber
-1.61,76,21.3,-2.51,-4.12,2016,2015,-1.02,Wayne Ellington
-0.39,76,17.4,-3.85,-4.24,2016,2015,-0.91,Timofey Mozgov
-1.55,81,28.2,-2.75,-4.30,2016,2015,-1.72,Julius Randle
-2.35,55,10.9,-2.01,-4.36,2016,2015,-0.46,Shabazz Napier
-1.31,52,9.3,-3.16,-4.47,2016,2015,-0.41,Adreian Payne
-1.99,41,18.2,-2.66,-4.65,2016,2015,-0.70,Mo Williams
-3.64,62,15.8,-1.16,-4.80,2016,2015,-1.04,Markel Brown
-2.78,68,24.6,-2.09,-4.87,2016,2015,-1.91,Marco Belinelli
-1.32,66,13.0,-3.81,-5.13,2016,2015,-1.04,Johnny O'Bryant III
-1.91,39,8.0,-3.39,-5.30,2016,2015,-0.44,Terry Rozier
-4.37,82,20.5,-1.13,-5.50,2016,2015,-2.52,Shabazz Muhammad
-3.64,50,20.9,-2.30,-5.94,2016,2015,-1.92,Terrence Jones
-1.91,41,9.4,-2.28,-4.19,2016,2015,-0.26,Joe Young
-3.14,66,31.8,-1.13,-4.27,2016,2015,-1.53,Derrick Rose
-1.33,66,19.9,-3.02,-4.35,2016,2015,-1.01,P.J. Hairston
-1.07,71,12.9,-3.38,-4.45,2016,2015,-0.77,Thomas Robinson
-3.87,76,27.7,-0.73,-4.60,2016,2015,-2.02,Devin Booker
-1.45,66,21.4,-3.25,-4.70,2016,2015,-1.46,Ty Lawson
-2.44,73,24.8,-2.36,-4.80,2016,2015,-1.98,Nik Stauskas
-3.98,79,26.8,-0.95,-4.93,2016,2015,-2.42,Bojan Bogdanovic
-1.56,53,30.0,-3.72,-5.28,2016,2015,-2.18,Jahlil Okafor
-3.31,54,19.1,-2.02,-5.33,2016,2015,-1.43,Nick Young
-2.13,70,14.3,-3.65,-5.78,2016,2015,-1.65,Rashad Vaughn
-4.12,57,19.5,-2.15,-6.27,2016,2015,-2.31,Archie Goodwin
2.76,61,31.5,5.16,7.92,2017,2016,13.48,Chris Paul
5.59,76,32.5,1.55,7.14,2017,2016,16.84,Draymond Green
2.29,73,27.9,4.44,6.73,2017,2016,13.18,Nikola Jokic
6.02,81,33.9,0.35,6.37,2017,2016,15.55,Rudy Gobert
1.18,60,37.4,4.70,5.88,2017,2016,12.67,Kyle Lowry
2.26,60,31.4,2.77,5.03,2017,2016,9.76,Kevin Love
3.35,69,34.0,1.23,4.58,2017,2016,11.51,Paul Millsap
-0.20,69,33.2,4.67,4.47,2017,2016,10.50,Mike Conley
1.86,80,35.6,2.35,4.21,2017,2016,13.00,Giannis Antetokounmpo
1.69,72,32.4,2.20,3.89,2017,2016,10.52,Jae Crowder
0.76,61,34.0,3.02,3.78,2017,2016,9.20,Blake Griffin
0.44,80,32.6,3.12,3.56,2017,2016,11.21,Otto Porter Jr.
1.52,76,26.3,2.01,3.53,2017,2016,8.72,Andre Iguodala
-1.49,75,35.9,4.63,3.14,2017,2016,10.72,Damian Lillard
3.23,70,18.1,-0.31,2.92,2017,2016,5.12,Zaza Pachulia
3.34,57,19.1,-0.61,2.73,2017,2016,4.03,Lucas Nogueira
-1.25,79,34.7,3.93,2.68,2017,2016,9.95,Kemba Walker
0.72,74,34.2,1.86,2.58,2017,2016,8.69,Marc Gasol
0.26,82,24.0,2.29,2.55,2017,2016,6.68,Joe Ingles
1.37,67,30.7,1.11,2.48,2017,2016,7.56,Patrick Beverley
1.93,74,37.8,6.49,8.42,2017,2016,20.43,LeBron James
0.14,79,33.4,7.27,7.41,2017,2016,18.80,Stephen Curry
1.25,74,33.4,5.83,7.08,2017,2016,15.53,Kawhi Leonard
1.80,76,37.0,4.82,6.62,2017,2016,17.35,Jimmy Butler
-0.47,81,34.6,6.74,6.27,2017,2016,17.34,Russell Westbrook
1.33,62,33.4,4.41,5.74,2017,2016,12.24,Kevin Durant
-1.57,81,36.4,6.38,4.81,2017,2016,15.54,James Harden
3.44,81,31.7,1.11,4.55,2017,2016,12.59,DeAndre Jordan
3.90,75,36.1,0.45,4.35,2017,2016,12.81,Anthony Davis
0.64,72,34.2,3.56,4.20,2017,2016,11.26,DeMarcus Cousins
3.58,80,20.1,0.22,3.80,2017,2016,7.02,Amir Johnson
1.11,49,31.5,2.64,3.75,2017,2016,6.28,George Hill
4.32,67,31.6,-0.77,3.55,2017,2016,9.23,Robert Covington
3.42,62,27.8,-0.07,3.35,2017,2016,6.97,Cody Zeller
-0.08,73,34.5,3.14,3.06,2017,2016,9.45,Gordon Hayward
0.21,63,33.9,2.67,2.88,2017,2016,8.39,Danilo Gallinari
3.52,82,32.4,-0.80,2.72,2017,2016,9.73,Gorgui Dieng
2.57,81,31.4,0.09,2.66,2017,2016,9.31,Myles Turner
-0.09,75,35.9,2.67,2.58,2017,2016,9.72,Paul George
0.76,75,32.9,1.73,2.49,2017,2016,8.72,Ricky Rubio
1.94,76,27.4,0.42,2.36,2017,2016,7.31,James Johnson
-0.45,78,34.0,2.78,2.33,2017,2016,9.53,Klay Thompson
1.26,65,24.6,1.05,2.31,2017,2016,5.40,Patrick Patterson
-1.26,78,36.4,3.52,2.26,2017,2016,9.90,John Wall
1.31,70,24.0,0.92,2.23,2017,2016,5.69,Nikola Mirotic
3.54,68,12.6,-1.47,2.07,2017,2016,2.81,David West
2.72,77,32.6,-0.69,2.03,2017,2016,8.15,Hassan Whiteside
0.55,75,29.6,1.40,1.95,2017,2016,7.59,Brook Lopez
2.41,76,31.2,-0.55,1.86,2017,2016,7.61,Markieff Morris
1.06,68,32.3,0.76,1.82,2017,2016,6.93,Al Horford
1.96,30,33.8,-0.21,1.75,2017,2016,3.10,Rudy Gay
2.27,31,25.4,-0.57,1.70,2017,2016,2.46,Joel Embiid
1.56,67,33.2,0.10,1.66,2017,2016,6.88,Victor Oladipo
1.90,66,32.8,-0.31,1.59,2017,2016,6.54,Kristaps Porzingis
0.47,81,22.5,1.08,1.55,2017,2016,5.34,Greg Monroe
-0.42,75,26.4,1.86,1.44,2017,2016,5.66,Malcolm Brogdon
1.26,29,30.7,0.14,1.40,2017,2016,2.44,Khris Middleton
0.69,82,15.7,0.67,1.36,2017,2016,3.66,Marreese Speights
3.11,72,14.2,-1.81,1.30,2017,2016,2.84,Kyle Anderson
3.13,61,29.1,-1.86,1.27,2017,2016,4.86,Al-Farouq Aminu
1.00,69,18.7,1.43,2.43,2017,2016,4.64,Manu Ginobili
1.49,64,25.4,0.86,2.35,2017,2016,5.48,Pau Gasol
3.62,67,17.9,-1.31,2.31,2017,2016,4.39,Nene Hilario
3.94,76,17.5,-1.63,2.31,2017,2016,4.49,Dewayne Dedmon
-1.04,77,34.9,3.29,2.25,2017,2016,9.26,Bradley Beal
-1.41,82,37.0,3.54,2.13,2017,2016,10.00,Karl-Anthony Towns
-2.30,72,35.1,4.35,2.05,2017,2016,8.28,Kyrie Irving
-1.68,81,24.6,3.65,1.97,2017,2016,6.73,Lou Williams
1.07,80,34.7,0.86,1.93,2017,2016,9.29,Trevor Ariza
-3.89,76,33.8,5.72,1.83,2017,2016,8.19,Isaiah Thomas
1.18,67,32.7,0.64,1.82,2017,2016,6.89,Jrue Holiday
0.74,82,26.1,0.98,1.72,2017,2016,6.83,Ersan Ilyasova
-0.64,66,33.0,2.33,1.69,2017,2016,6.85,Eric Bledsoe
-0.22,82,32.4,1.86,1.64,2017,2016,8.08,Jeff Teague
1.07,63,16.3,0.50,1.57,2017,2016,3.03,Jerian Grant
-0.12,72,29.4,1.63,1.51,2017,2016,6.46,Ryan Anderson
1.66,35,8.4,-0.24,1.42,2017,2016,0.82,Boban Marjanovic
1.68,80,29.9,-0.30,1.38,2017,2016,7.01,Steven Adams
-0.06,73,24.7,1.36,1.30,2017,2016,4.81,Vince Carter
-1.26,80,21.9,2.53,1.27,2017,2016,4.86,Patty Mills
2.58,51,20.5,-1.33,1.25,2017,2016,2.95,Nerlens Noel
1.94,65,18.3,-0.71,1.23,2017,2016,3.24,Nemanja Bjelica
2.20,47,27.6,-1.06,1.14,2017,2016,3.55,Tyson Chandler
1.50,79,18.7,-0.38,1.12,2017,2016,3.98,David Lee
-0.58,74,18.9,1.62,1.04,2017,2016,3.70,Channing Frye
1.05,72,32.4,-0.09,0.96,2017,2016,5.79,LaMarcus Aldridge
3.66,73,12.4,-2.71,0.95,2017,2016,2.23,Salah Mejri
-0.25,82,31.3,1.19,0.94,2017,2016,6.55,Tobias Harris
-1.62,73,33.7,2.54,0.92,2017,2016,6.30,Goran Dragic
2.16,63,22.9,-1.26,0.90,2017,2016,3.79,Larry Nance Jr.
0.49,77,28.9,0.38,0.87,2017,2016,5.67,Maurice Harkless
0.83,72,26.1,0.00,0.83,2017,2016,4.66,DeMarre Carroll
2.15,75,28.8,-1.38,0.77,2017,2016,5.44,Nikola Vucevic
0.49,79,30.4,0.26,0.75,2017,2016,5.98,Marcus Smart
-1.60,62,24.2,2.26,0.66,2017,2016,3.58,Wayne Ellington
2.73,65,21.4,-2.11,0.62,2017,2016,3.32,Jusuf Nurkic
1.08,79,30.7,-0.51,0.57,2017,2016,5.70,Serge Ibaka
0.25,81,24.1,0.28,0.53,2017,2016,4.48,Ish Smith
0.63,79,32.5,-0.11,0.52,2017,2016,5.85,Marcus Morris
2.47,81,29.0,-1.97,0.50,2017,2016,5.31,Michael Kidd-Gilchrist
1.71,68,26.6,-0.45,1.26,2017,2016,4.83,Danny Green
2.64,79,30.1,-1.40,1.24,2017,2016,6.73,Andre Roberson
1.89,64,21.3,-0.67,1.22,2017,2016,3.94,Jared Dudley
-1.87,80,35.0,3.01,1.14,2017,2016,7.52,CJ McCollum
1.78,81,27.6,-0.69,1.09,2017,2016,5.98,PJ Tucker
-0.48,75,31.0,1.51,1.03,2017,2016,6.36,Eric Gordon
-0.35,77,34.0,1.30,0.95,2017,2016,6.73,Nicolas Batum
0.11,77,9.6,0.83,0.94,2017,2016,2.04,JaVale McGee
0.22,81,26.5,0.71,0.93,2017,2016,5.60,Mason Plumlee
2.60,74,29.7,-1.70,0.90,2017,2016,5.65,Dwight Howard
3.11,31,17.9,-2.22,0.89,2017,2016,1.44,Ian Mahinmi
1.94,74,30.2,-1.09,0.85,2017,2016,5.66,Thaddeus Young
-1.08,79,27.3,1.90,0.82,2017,2016,5.45,Tim Hardaway Jr.
2.32,80,22.3,-1.56,0.76,2017,2016,4.43,Luc Mbah a Moute
0.32,65,16.7,0.38,0.70,2017,2016,2.58,Devin Harris
-1.63,60,25.9,2.28,0.65,2017,2016,3.82,Nick Young
1.24,68,15.7,-0.64,0.60,2017,2016,2.50,Luke Babbitt
1.49,47,15.1,-0.94,0.55,2017,2016,1.75,Alan Williams
0.01,70,29.0,0.52,0.53,2017,2016,4.51,Seth Curry
-2.37,57,31.3,2.88,0.51,2017,2016,4.29,Gary Harris
2.93,75,15.5,-2.45,0.48,2017,2016,2.63,Aron Baynes
-0.03,36,24.5,0.48,0.45,2017,2016,2.21,Jeremy Lin
1.49,80,29.7,-1.06,0.43,2017,2016,5.40,Solomon Hill
2.27,62,25.7,-1.93,0.34,2017,2016,3.55,Thabo Sefolosha
4.34,27,21.6,-4.01,0.33,2017,2016,1.20,Andrew Bogut
1.40,64,23.5,-1.13,0.27,2017,2016,2.48,James Ennis III
2.02,78,25.5,-1.76,0.26,2017,2016,4.29,Taj Gibson
0.11,73,34.2,0.09,0.20,2017,2016,5.06,Wesley Matthews
-1.23,78,25.1,1.36,0.13,2017,2016,4.06,Terrence Ross
2.15,71,27.0,-2.03,0.12,2017,2016,3.76,Tony Allen
2.83,71,20.0,-2.78,0.05,2017,2016,2.79,Kosta Koufos
-0.44,75,27.3,0.45,0.01,2017,2016,4.17,Jameer Nelson
0.75,80,25.8,-0.74,0.01,2017,2016,4.06,Jonas Valanciunas
0.30,18,13.0,-0.31,-0.01,2017,2016,0.47,Shawn Long
1.18,82,31.2,-1.25,-0.07,2017,2016,5.01,Marcin Gortat
1.16,79,15.6,-1.28,-0.12,2017,2016,2.31,Kyle O'Quinn
-0.34,60,12.9,0.11,-0.23,2017,2016,1.40,Tyus Jones
0.13,39,14.4,-0.39,-0.26,2017,2016,0.98,Beno Udrih
0.98,27,16.5,-1.28,-0.30,2017,2016,0.77,Delon Wright
0.11,79,35.5,-0.44,-0.33,2017,2016,4.78,Harrison Barnes
0.81,75,20.5,-0.31,0.50,2017,2016,3.54,Kelly Olynyk
-0.78,80,28.7,1.25,0.47,2017,2016,5.32,Aaron Gordon
-0.51,75,26.1,0.96,0.45,2017,2016,4.40,Frank Kaminsky
-0.95,76,23.4,1.30,0.35,2017,2016,3.85,CJ Miles
